Gender,Attendance,Hours_Studied,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Physical_Activity,Learning_Disabilities,Exam_Score,Tutoring_Sessions,Motivation_Level,Teacher_Quality
Female,68,14,Medium,Yes,8,99,3,No,66,0,High,Medium
Male,79,19,Medium,Yes,8,57,3,No,65,2,Low,Low
Male,80,22,High,No,7,63,3,No,69,1,Medium,Medium
Male,61,22,Low,Yes,6,74,3,No,63,1,Medium,Medium
Male,66,23,Medium,No,7,76,2,No,64,1,Low,Medium
Male,75,22,Medium,Yes,10,77,2,No,66,2,High,Low
Female,87,17,Medium,Yes,7,61,3,Yes,67,4,Medium,Medium
Male,69,17,High,Yes,9,96,3,No,66,2,Medium,Medium
Female,77,13,High,No,6,85,4,No,65,2,Low,Medium
Male,82,31,Medium,Yes,7,63,2,No,72,2,Medium,Medium
Female,96,20,Medium,Yes,8,65,2,No,70,0,High,Low
Female,73,19,Medium,Yes,9,94,1,No,67,1,Medium,Low
Male,65,14,High,No,9,69,3,No,64,4,Low,Medium
Female,80,38,Medium,No,5,78,4,No,72,1,Medium,Medium
Female,90,14,Medium,Yes,9,56,4,No,65,0,Medium,Medium
Female,64,17,Low,Yes,10,63,3,No,62,0,Medium,Medium
Female,77,22,High,No,6,71,4,No,67,3,High,Medium
Male,61,24,Medium,No,6,83,3,Yes,64,0,High,Medium
Male,61,26,Medium,No,7,64,3,No,63,0,Low,Medium
Male,79,31,High,No,7,98,2,No,72,1,Medium,High
Male,72,23,Medium,No,6,61,5,No,66,1,High,Medium
Female,94,14,Medium,Yes,5,89,1,No,70,0,Medium,Medium
Female,84,18,Low,Yes,9,68,2,No,66,0,Low,High
Male,78,22,High,No,6,92,3,No,70,1,Low,High
Female,76,32,Low,Yes,6,96,2,No,67,0,Low,High
Female,80,12,Medium,Yes,7,59,2,No,64,1,High,High
Male,62,27,Medium,No,5,75,2,No,67,2,Medium,High
Male,96,21,High,Yes,5,58,4,No,72,0,Medium,High
Male,100,25,Low,No,6,85,3,No,72,1,Low,Medium
Female,67,19,Medium,Yes,8,92,5,No,68,2,Low,Medium
Female,65,15,Medium,Yes,7,69,3,No,64,1,Medium,Medium
Male,66,25,Medium,Yes,4,70,3,No,66,1,Medium,Medium
Male,86,24,High,No,9,60,3,No,68,0,Medium,High
Female,86,26,Low,No,8,65,4,No,66,0,Low,High
Female,94,20,High,Yes,7,66,1,No,70,1,High,High
Female,90,16,High,Yes,7,58,4,No,70,1,High,Medium
Female,78,11,High,Yes,8,65,2,No,62,0,Medium,Medium
Male,85,25,Medium,Yes,10,95,1,No,69,0,Medium,Low
Male,88,23,Medium,Yes,8,66,2,No,69,2,Low,High
Male,81,14,Medium,Yes,7,64,4,Yes,66,2,Medium,Medium
Female,79,17,High,No,5,69,3,No,68,4,Medium,Medium
Male,86,17,High,No,7,98,5,No,71,2,Medium,High
Female,82,11,Medium,Yes,8,88,2,No,64,1,Medium,Medium
Male,86,15,High,No,7,60,3,No,67,2,Medium,Medium
Female,85,13,High,Yes,6,88,3,No,68,2,Medium,High
Male,89,18,High,Yes,8,88,1,No,67,0,Low,Medium
Male,86,16,Medium,No,6,98,3,No,68,1,High,Medium
Female,81,10,High,Yes,8,95,3,No,69,5,Medium,High
Male,87,32,High,Yes,6,55,3,No,71,0,Medium,High
Female,78,28,Low,Yes,4,73,4,No,68,3,Low,Medium
Male,70,15,High,No,6,85,2,No,65,0,High,Medium
Male,60,22,Medium,No,7,99,3,No,63,1,Medium,High
Female,82,23,Medium,Yes,8,54,1,No,65,0,Medium,High
Female,84,27,High,No,8,68,2,Yes,72,3,Low,High
Male,99,15,Medium,Yes,5,75,1,No,67,2,Low,Low
Female,74,27,High,No,7,71,3,No,69,1,Medium,Medium
Male,76,17,Medium,No,6,73,3,No,67,3,Medium,High
Male,68,12,Medium,Yes,6,68,4,No,64,2,Low,Medium
Female,63,24,Low,No,6,99,3,No,62,0,Low,Medium
Male,91,28,Medium,No,7,90,3,No,71,2,Medium,Low
Male,70,36,High,No,10,87,3,No,70,2,Medium,Medium
Male,84,13,Medium,No,10,71,3,No,64,1,Low,High
Male,88,24,Medium,Yes,6,94,2,No,69,0,Medium,Medium
Female,79,18,Medium,Yes,7,55,3,No,65,1,Medium,High
Female,95,25,High,Yes,7,57,2,No,73,2,Medium,Medium
Female,78,11,Low,Yes,7,98,3,No,64,2,Low,Medium
Female,71,12,High,Yes,8,78,2,No,64,2,Low,Medium
Male,96,15,Medium,Yes,7,58,4,No,70,3,Medium,Medium
Male,94,20,Low,Yes,6,97,5,No,70,2,Low,Medium
Male,67,16,High,No,9,99,2,Yes,64,2,Medium,Medium
Female,61,24,Medium,No,5,94,2,Yes,64,3,Medium,High
Male,64,26,Medium,Yes,7,62,2,No,66,3,High,High
Male,71,24,High,Yes,5,64,3,No,66,1,Medium,Medium
Female,99,30,Medium,Yes,5,70,4,No,74,2,Low,Medium
Female,82,22,High,No,8,79,1,No,69,2,Medium,Medium
Male,75,13,High,Yes,6,100,3,No,67,1,High,Medium
Male,96,28,Medium,No,4,98,5,Yes,73,5,High,Medium
Female,78,16,Medium,No,6,96,1,No,66,0,High,Medium
Female,73,25,Medium,No,6,54,4,No,67,2,High,Medium
Male,98,29,High,Yes,5,88,2,No,75,3,Low,Medium
Male,94,23,High,Yes,8,94,2,No,73,2,Low,High
Female,94,11,Medium,No,5,67,5,No,67,2,Medium,Medium
Female,80,14,Low,Yes,6,61,4,No,65,0,Medium,High
Female,92,28,Medium,Yes,7,87,1,No,71,1,Low,Low
Male,67,19,Medium,Yes,6,55,4,No,63,1,Low,Medium
Female,83,20,Low,Yes,6,97,4,No,68,2,High,High
Male,99,25,High,No,6,58,4,No,72,0,High,Medium
Male,72,24,High,Yes,5,73,2,No,67,2,Low,High
Female,92,22,High,No,6,99,4,No,71,1,Low,Medium
Male,80,19,Low,No,8,99,4,No,67,1,High,Medium
Female,62,18,High,Yes,6,89,3,No,66,0,Medium,High
Male,91,25,High,No,7,92,5,No,72,3,Medium,Medium
Female,67,23,Low,No,9,98,0,No,64,2,Medium,High
Male,85,18,Medium,No,8,96,3,No,68,0,Medium,High
Female,63,26,High,No,5,81,2,No,65,0,Medium,Medium
Male,98,19,High,Yes,8,87,4,No,74,1,High,Medium
Female,72,15,Low,Yes,9,80,4,No,65,4,Medium,High
Female,69,15,Low,Yes,6,75,2,No,63,2,Medium,High
Male,65,14,Medium,Yes,5,94,3,No,65,5,Medium,Medium
Male,98,18,High,Yes,6,87,1,No,70,0,Medium,Medium
Male,88,27,High,Yes,7,93,4,No,71,0,Medium,Medium
Female,90,15,Medium,Yes,8,55,1,No,66,1,Medium,Medium
Male,80,21,Medium,Yes,6,79,3,No,69,2,Low,High
Male,79,16,High,Yes,4,66,2,No,67,2,High,Medium
Male,64,18,High,Yes,5,76,4,No,64,1,Low,Medium
Female,82,11,High,No,8,81,2,No,67,2,High,High
Male,70,19,High,Yes,10,92,4,No,67,1,Medium,High
Male,99,19,Medium,No,7,52,4,No,70,1,Medium,Medium
Female,92,23,High,No,9,58,1,No,71,2,Medium,Medium
Female,77,21,Low,Yes,5,96,5,No,68,2,High,High
Male,66,13,High,No,6,98,2,No,65,1,Low,High
Female,91,27,Medium,No,4,53,3,No,70,1,Medium,Medium
Female,65,21,High,Yes,8,67,4,No,64,1,Low,Medium
Male,68,21,High,Yes,6,50,4,No,67,3,High,Low
Male,68,20,Low,No,8,88,3,No,63,5,Medium,Low
Female,82,17,Low,Yes,6,84,3,No,65,2,High,Low
Male,91,21,Medium,Yes,10,78,2,No,70,2,High,High
Male,73,23,High,No,10,85,3,No,67,1,Medium,Medium
Male,63,10,High,No,4,77,3,No,60,3,Low,Medium
Female,79,17,High,No,8,62,3,No,64,1,Low,Medium
Female,90,18,Medium,No,6,88,1,No,65,1,Low,Medium
Female,69,22,Medium,No,8,89,5,No,64,0,Low,High
Male,69,27,Low,Yes,5,93,4,No,67,1,Medium,Medium
Female,98,15,Medium,Yes,9,98,3,No,71,0,High,Medium
Female,98,17,Medium,No,9,87,3,No,69,0,Low,Medium
Male,100,17,High,Yes,5,53,4,No,70,1,Low,High
Female,92,15,Medium,Yes,7,51,3,No,69,1,Medium,High
Male,68,18,High,Yes,7,87,4,No,69,3,High,Medium
Female,68,25,Medium,Yes,8,53,3,No,64,2,Low,Medium
Male,74,14,Medium,Yes,7,66,3,No,63,0,Medium,High
Male,73,23,Medium,No,8,57,2,No,67,3,Medium,Medium
Female,98,10,Medium,No,7,98,3,No,66,0,Low,Medium
Female,92,17,High,Yes,8,66,3,No,69,2,Medium,Medium
Male,89,18,Medium,No,5,53,4,No,69,5,Medium,High
Male,67,30,Medium,No,7,97,3,Yes,69,2,High,Medium
Male,96,18,High,Yes,9,80,3,No,72,1,High,Medium
Female,93,7,High,Yes,9,52,3,No,65,1,High,Low
Male,67,8,Medium,Yes,7,92,2,No,63,0,Medium,High
Male,95,20,Medium,No,7,58,4,No,69,1,Low,High
Male,71,24,Medium,Yes,9,90,3,No,69,3,Low,High
Female,63,22,Low,Yes,7,80,2,No,64,2,Medium,High
Male,86,21,Low,Yes,9,59,3,No,69,2,High,High
Male,86,27,High,No,7,88,3,No,72,1,Medium,Medium
Male,64,17,Low,No,7,73,4,No,62,1,High,Medium
Male,73,25,Medium,Yes,5,82,3,Yes,66,1,Low,Medium
Female,100,10,Medium,No,5,93,1,No,65,2,Low,Low
Female,87,15,High,Yes,8,63,3,No,69,0,Medium,Medium
Female,89,9,Low,No,10,68,3,No,65,1,High,High
Male,69,18,Medium,Yes,7,100,2,No,67,3,Medium,High
Female,63,20,Medium,Yes,7,75,2,No,63,2,Low,High
Male,71,21,Medium,No,9,78,4,No,66,2,Low,Medium
Male,70,20,Medium,No,8,64,3,No,61,0,Low,Low
Female,69,14,Medium,Yes,4,71,4,No,64,1,Medium,Medium
Male,68,19,Low,Yes,8,75,4,No,64,1,Low,Medium
Male,83,11,Medium,Yes,5,63,3,No,65,2,Medium,Medium
Female,73,28,Low,No,7,62,3,No,68,3,Medium,Medium
Male,93,18,High,Yes,6,80,3,No,69,1,Medium,Medium
Female,67,17,Medium,No,6,59,3,No,61,0,Medium,Medium
Female,79,30,High,No,7,78,2,No,72,3,Medium,High
Male,61,13,Low,Yes,8,85,3,No,61,4,Medium,Medium
Male,79,13,High,No,7,60,4,No,66,1,Medium,High
Male,62,13,Medium,Yes,9,87,1,No,60,1,Medium,Medium
Male,99,20,Low,No,9,68,3,No,69,1,Low,High
Male,92,23,High,No,9,100,2,Yes,72,1,Medium,High
Female,80,24,High,Yes,7,99,2,No,69,2,Low,Medium
Male,63,35,High,Yes,6,90,3,No,71,0,Low,Medium
Male,84,7,High,No,7,67,3,No,64,1,Medium,Medium
Male,90,24,Low,Yes,9,97,4,No,71,3,High,Medium
Male,68,17,Medium,Yes,9,100,3,No,64,1,High,High
Female,83,16,Medium,Yes,4,73,3,No,67,3,High,Low
Male,93,16,Low,Yes,7,81,3,Yes,67,2,Medium,Medium
Female,91,15,High,Yes,4,50,3,No,66,1,High,Medium
Male,92,30,Medium,Yes,7,52,4,No,73,3,Medium,Medium
Male,95,25,High,Yes,6,75,4,No,73,1,Medium,Medium
Male,98,20,Medium,No,6,80,2,No,70,0,Medium,Medium
Male,76,28,Medium,Yes,8,66,4,No,70,5,Medium,Low
Female,83,11,Low,Yes,6,55,4,Yes,62,0,Low,Medium
Male,92,12,Low,Yes,7,89,2,No,68,1,Medium,High
Female,88,7,High,Yes,6,71,3,No,65,0,Medium,Medium
Male,100,16,High,Yes,7,82,2,No,73,2,Medium,Medium
Female,61,21,Medium,Yes,8,83,3,No,65,1,High,Medium
Male,74,21,High,Yes,6,77,3,No,66,0,High,Medium
Male,71,21,Medium,Yes,8,59,3,No,64,3,Medium,Medium
Male,70,12,High,No,7,81,3,No,63,0,High,Medium
Male,69,25,Medium,No,7,66,3,Yes,62,0,Medium,Low
Female,88,21,Medium,Yes,6,91,4,No,70,0,Low,Medium
Male,63,24,Medium,No,8,60,3,No,65,3,Medium,Medium
Male,90,9,Medium,Yes,8,65,5,No,64,0,Medium,Medium
Male,88,22,Medium,No,7,72,2,No,70,4,Low,Medium
Male,70,13,Medium,No,7,87,5,No,62,1,Medium,Low
Female,70,18,Medium,No,8,86,2,No,67,5,Medium,Medium
Female,85,23,Low,No,8,67,3,No,66,1,Low,Medium
Female,90,21,High,Yes,7,76,3,No,74,2,High,High
Male,95,15,High,Yes,9,62,3,No,69,2,Medium,Medium
Female,94,20,High,Yes,8,89,4,Yes,70,0,Low,Medium
Female,99,11,Medium,No,10,60,1,No,68,1,Medium,Medium
Male,83,27,Low,No,5,91,2,No,70,3,Medium,Medium
Male,96,19,Medium,Yes,8,97,2,No,71,3,Medium,Medium
Female,92,27,Low,Yes,9,100,0,No,73,2,High,High
Male,96,17,Medium,No,9,93,2,No,69,3,Low,Medium
Female,60,17,Low,Yes,7,61,4,No,61,1,Medium,Medium
Male,99,15,Medium,Yes,5,71,2,No,68,0,Medium,Medium
Male,79,25,Low,Yes,9,54,2,No,66,1,Medium,Medium
Female,92,16,Low,Yes,6,58,4,No,67,0,Low,Medium
Female,65,24,High,Yes,7,52,1,No,64,1,Medium,Medium
Male,76,18,High,Yes,10,82,4,No,67,1,High,Medium
Female,71,8,Medium,Yes,5,77,4,No,61,0,Medium,Medium
Male,72,17,Medium,No,8,96,3,No,65,2,High,High
Female,65,13,High,Yes,6,73,3,No,62,0,Medium,Medium
Female,92,20,High,No,6,82,5,No,69,0,Medium,Medium
Female,60,13,High,No,7,70,3,No,61,1,Medium,Medium
Male,73,26,Medium,No,8,91,5,No,69,4,Medium,Low
Male,67,19,Low,No,8,96,3,No,64,1,High,Low
Female,84,19,Low,No,9,72,3,No,65,1,High,Medium
Female,70,24,High,No,6,54,1,No,64,1,Low,Medium
Male,70,26,High,Yes,5,58,3,No,68,1,Medium,Low
Female,80,20,Medium,Yes,6,86,3,No,67,1,High,Medium
Male,86,15,Medium,Yes,8,66,5,No,68,0,Low,High
Male,65,9,Medium,Yes,7,89,4,No,61,2,Medium,Medium
Male,67,16,High,Yes,4,87,4,No,69,5,High,High
Male,70,16,High,Yes,4,85,3,No,64,0,High,Medium
Male,99,21,Medium,Yes,7,91,4,No,74,3,Medium,Medium
Female,76,18,Medium,No,8,88,4,No,66,1,Low,Medium
Male,84,24,Medium,No,6,82,2,No,68,1,Medium,Medium
Male,70,16,High,Yes,8,50,3,No,65,3,High,Medium
Female,80,20,High,Yes,5,76,3,No,66,0,Medium,Medium
Female,63,27,Low,No,7,80,2,No,66,2,Medium,High
Female,61,22,Low,No,7,98,2,No,65,3,High,Low
Male,79,20,Medium,No,8,83,4,No,67,3,Medium,Medium
Female,76,16,Medium,Yes,5,79,4,No,65,0,Medium,High
Male,65,16,Medium,No,5,77,3,No,63,1,Medium,High
Male,88,15,Medium,No,8,55,2,No,67,1,Medium,High
Male,100,17,High,Yes,5,71,4,No,70,2,Low,Medium
Male,76,25,High,Yes,6,57,3,No,68,0,Low,Medium
Male,85,19,Medium,Yes,9,53,3,No,66,1,High,Medium
Female,99,12,Medium,Yes,7,66,1,No,67,3,Low,Low
Male,93,31,Low,No,8,82,1,No,72,2,Low,High
Female,79,22,High,Yes,8,93,2,Yes,68,0,Medium,Medium
Male,89,12,High,No,8,91,2,No,66,1,Medium,High
Male,65,17,Medium,No,7,65,4,No,62,0,Medium,Medium
Male,80,21,Low,Yes,6,52,4,No,65,1,Medium,Medium
Female,71,30,Low,No,10,70,4,Yes,67,3,Low,Medium
Female,66,13,Medium,Yes,7,66,2,No,62,3,Low,Medium
Female,77,26,Low,Yes,7,69,3,Yes,66,1,Low,Medium
Female,65,28,Medium,No,8,78,3,No,67,1,High,Medium
Female,88,16,Medium,Yes,6,52,3,No,68,2,Medium,High
Female,78,18,Medium,Yes,6,69,4,No,66,1,Medium,Medium
Female,81,14,High,No,9,78,4,No,68,0,Medium,Medium
Male,66,19,Medium,No,6,72,5,No,62,2,Medium,Medium
Male,66,20,High,No,8,83,2,Yes,64,1,Medium,Medium
Male,83,24,Low,No,8,59,3,No,68,1,Medium,Medium
Male,99,27,Low,Yes,7,58,2,No,71,2,Low,Medium
Male,64,16,Medium,No,7,65,4,No,63,2,Medium,High
Male,71,8,Medium,No,8,55,2,No,62,1,High,High
Male,95,20,Low,Yes,7,62,3,No,69,1,Low,Low
Male,63,22,Medium,Yes,4,54,3,No,62,0,Medium,Medium
Female,95,21,Medium,Yes,9,70,3,No,71,3,Medium,Medium
Male,81,18,High,Yes,6,86,4,No,69,3,Medium,Medium
Male,76,21,Medium,Yes,7,64,2,No,66,1,Low,High
Female,72,29,Medium,No,5,50,4,No,64,0,Low,Medium
Male,72,22,High,No,6,78,3,No,65,1,Low,High
Male,72,18,High,No,6,85,1,No,68,1,High,High
Male,95,17,Medium,No,7,70,3,No,69,1,High,Medium
Male,89,19,Medium,Yes,6,65,3,Yes,68,2,Low,Medium
Male,87,30,Medium,Yes,10,75,4,No,71,3,Low,Low
Male,92,19,Medium,No,7,55,5,No,66,1,Medium,Medium
Male,70,20,Low,No,8,82,3,No,65,2,Medium,High
Female,85,17,Medium,Yes,7,87,1,No,68,1,Medium,Medium
Male,78,27,High,No,8,85,3,No,72,0,Medium,Medium
Female,91,32,Medium,Yes,4,66,2,No,75,3,Medium,High
Male,72,23,Low,Yes,6,92,3,No,67,2,Low,Medium
Male,86,20,Medium,No,6,97,2,No,67,1,Low,Medium
Female,95,20,Medium,No,6,65,3,No,70,2,High,Medium
Male,76,6,Medium,Yes,8,63,3,No,64,5,Medium,Medium
Female,63,24,Medium,Yes,8,85,3,No,65,1,High,Medium
Male,81,21,Medium,Yes,7,85,3,No,68,1,Medium,High
Female,74,23,High,No,7,76,2,No,67,1,Medium,Low
Male,87,16,Medium,Yes,10,96,1,No,66,1,Medium,High
Male,98,18,Medium,No,7,57,1,No,69,0,Low,Medium
Female,79,18,High,No,4,74,1,No,64,2,Low,Medium
Female,79,26,High,Yes,8,52,3,Yes,68,1,High,Medium
Male,86,18,Medium,No,8,53,3,No,68,5,Low,High
Female,64,32,High,Yes,9,53,3,No,65,1,Low,Medium
Male,70,23,Medium,Yes,8,75,2,No,65,0,Medium,Medium
Male,97,12,Medium,Yes,6,79,2,No,65,1,Medium,Medium
Female,87,19,Medium,No,8,50,2,No,67,0,Low,High
Female,61,16,Medium,Yes,7,82,3,No,63,2,Medium,Medium
Female,68,7,Medium,No,9,74,3,No,62,1,Medium,High
Male,87,30,Medium,Yes,9,61,4,No,73,2,High,High
Male,91,24,High,Yes,7,51,3,No,72,2,High,Medium
Female,94,23,Medium,No,8,58,6,No,71,5,High,Low
Male,72,21,Medium,No,9,80,4,No,67,3,High,Medium
Male,97,12,Low,Yes,7,83,2,No,66,0,Medium,Medium
Male,82,17,High,Yes,10,82,2,No,68,1,High,Medium
Male,88,25,High,Yes,9,58,4,No,70,0,Low,Medium
Male,84,14,Medium,Yes,6,96,2,No,66,2,Medium,Medium
Male,65,5,High,No,7,71,2,No,56,0,Medium,Medium
Female,99,19,High,Yes,8,88,3,No,71,1,High,High
Female,65,19,High,No,10,58,3,No,64,2,Medium,High
Male,70,21,Medium,No,8,74,3,No,65,2,Low,Medium
Male,93,24,Medium,Yes,7,76,1,Yes,70,2,High,Medium
Male,85,24,Low,Yes,9,89,2,No,70,1,Medium,Medium
Male,94,22,High,Yes,7,81,4,No,71,2,Medium,High
Female,81,27,High,Yes,6,70,5,No,70,0,Medium,Medium
Female,75,11,High,No,8,64,3,Yes,62,3,Medium,Medium
Female,97,23,Medium,Yes,6,99,3,No,72,1,Low,Medium
Female,61,24,Medium,No,10,64,3,No,62,0,Low,Medium
Male,94,13,Medium,Yes,7,56,4,No,67,2,High,High
Male,69,11,Medium,Yes,8,65,2,No,58,0,Low,Medium
Female,94,16,Medium,Yes,6,66,4,No,69,3,Medium,High
Female,66,16,Low,No,9,56,4,Yes,60,0,Medium,High
Male,83,25,High,Yes,7,85,4,No,72,2,High,Medium
Male,96,16,Medium,No,7,81,3,No,66,0,Medium,Low
Female,79,15,High,Yes,7,66,3,No,66,2,Medium,Medium
Male,90,16,High,Yes,5,100,4,No,69,1,Low,Medium
Female,92,27,Medium,Yes,7,83,4,Yes,70,2,Low,Medium
Female,89,20,Medium,Yes,8,85,1,No,70,2,Medium,High
Male,97,19,High,No,5,78,3,No,70,0,Low,Low
Female,78,19,High,Yes,9,78,2,No,67,2,Medium,High
Female,67,28,Medium,Yes,7,51,3,No,67,2,Medium,Medium
Female,62,16,Low,No,7,89,3,No,59,0,High,Medium
Male,70,28,Medium,Yes,4,96,2,No,67,1,Low,Medium
Male,66,21,Medium,Yes,7,56,4,No,65,1,Medium,Medium
Male,82,19,Medium,No,5,90,3,No,68,1,Medium,Medium
Male,67,35,High,Yes,6,77,3,No,71,1,Low,Medium
Male,62,14,Medium,No,5,64,3,No,61,2,Medium,Medium
Male,61,18,Medium,Yes,6,96,3,No,63,0,Medium,Medium
Female,93,13,High,Yes,7,51,3,No,67,1,Low,High
Male,84,26,Medium,No,7,64,4,No,69,1,Medium,High
Male,74,30,High,No,8,94,3,No,70,0,Low,Medium
Male,96,30,Low,Yes,4,74,3,No,69,0,High,Low
Female,63,27,Medium,Yes,7,80,4,No,66,1,Medium,High
Female,99,19,Low,Yes,7,87,4,No,70,1,Low,Medium
Male,85,18,Medium,Yes,6,57,2,No,67,2,Low,High
Female,67,10,High,No,6,61,2,No,61,0,Medium,High
Male,87,32,High,Yes,9,100,2,No,74,2,Medium,Low
Male,91,23,High,Yes,10,62,3,No,70,1,Low,High
Female,77,17,Medium,Yes,4,77,4,No,66,0,Low,Medium
Female,94,28,High,Yes,6,65,1,No,73,1,High,High
Male,66,14,Medium,Yes,5,93,2,No,62,1,Medium,Medium
Female,71,22,Low,Yes,7,98,2,No,65,2,Low,High
Female,64,19,Medium,No,9,57,3,No,62,0,Low,High
Male,68,24,Medium,Yes,8,80,4,No,64,1,Medium,Low
Male,70,20,Medium,Yes,7,91,2,No,63,1,Medium,Medium
Male,97,11,Medium,No,7,91,4,No,69,1,Medium,Medium
Male,63,20,Medium,No,7,72,5,Yes,63,3,Low,High
Male,77,26,Medium,Yes,8,61,4,No,67,1,Medium,Medium
Female,81,20,Low,No,8,69,2,No,65,1,Medium,Medium
Male,96,25,High,No,8,88,1,No,71,0,Medium,Medium
Female,100,14,Medium,Yes,4,100,3,No,71,3,Medium,Medium
Male,90,20,Medium,No,7,78,4,Yes,69,0,High,High
Male,99,16,High,Yes,7,60,3,No,71,2,Medium,High
Male,91,24,Medium,Yes,8,52,5,No,68,1,Medium,Medium
Male,99,20,Medium,Yes,7,97,0,No,70,2,Medium,Medium
Male,88,24,High,Yes,8,74,3,No,71,0,Medium,High
Female,63,27,Medium,Yes,6,86,4,No,68,1,Medium,Medium
Female,76,24,High,No,8,83,4,No,69,1,Medium,Medium
Male,86,22,Medium,Yes,9,95,2,No,71,4,Medium,Low
Female,74,14,Medium,No,5,63,3,No,63,2,Low,High
Male,71,20,Medium,No,5,72,4,No,66,4,Medium,Medium
Male,83,17,Medium,No,8,96,3,No,67,1,Medium,Medium
Male,97,18,Low,Yes,7,79,3,No,71,3,Medium,Medium
Female,61,18,Low,No,9,54,2,No,59,0,Medium,Medium
Male,91,14,Medium,Yes,7,60,2,No,67,0,Medium,Medium
Male,89,8,High,No,8,62,4,Yes,66,2,Medium,Medium
Female,99,16,High,Yes,6,100,3,No,72,1,High,High
Female,97,21,High,No,8,61,3,Yes,70,0,Low,High
Female,90,12,Medium,Yes,8,93,3,No,68,3,Low,Medium
Female,81,20,Medium,No,6,54,2,No,63,0,Low,Low
Female,68,31,Medium,No,9,59,2,No,69,3,Medium,High
Male,82,26,Medium,No,4,94,3,No,67,0,Low,Low
Female,91,30,High,Yes,7,95,3,No,75,1,Low,High
Female,96,22,Low,Yes,5,59,2,No,67,0,Medium,High
Male,92,27,High,Yes,5,61,3,No,74,0,Medium,High
Male,68,16,High,Yes,8,77,4,No,66,1,Medium,High
Male,84,16,High,Yes,5,53,1,No,65,2,Medium,Medium
Male,73,4,Medium,Yes,5,97,1,No,60,1,High,High
Female,60,27,High,No,8,68,4,Yes,63,1,High,Medium
Male,68,29,High,Yes,5,74,2,Yes,69,3,Low,High
Male,65,17,High,No,9,55,2,No,64,1,Medium,Medium
Female,94,18,Medium,Yes,8,52,4,No,68,1,Medium,Medium
Male,70,15,Medium,No,6,73,4,No,63,2,Low,Low
Male,71,22,Medium,Yes,8,56,2,No,65,0,Low,High
Female,98,27,High,No,4,82,3,No,74,0,Medium,Medium
Male,75,10,High,Yes,8,90,2,No,65,2,Medium,Medium
Female,60,22,Medium,Yes,5,52,2,No,61,0,Medium,Medium
Male,71,18,High,Yes,6,81,3,No,66,1,Medium,High
Male,65,21,High,Yes,6,91,3,No,67,1,High,High
Male,64,23,Medium,Yes,9,72,3,No,66,0,Medium,High
Male,63,19,Medium,No,6,98,2,No,69,4,High,Medium
Female,84,19,Medium,Yes,7,56,3,No,65,2,Low,Medium
Female,68,19,High,No,6,66,3,No,65,2,Medium,Medium
Female,74,26,Medium,No,6,62,3,No,66,0,Medium,Medium
Male,94,23,High,No,5,100,2,No,73,2,Low,High
Female,77,21,Medium,Yes,7,65,2,No,64,2,Medium,High
Female,97,12,Low,Yes,7,69,5,No,67,0,Low,High
Male,80,18,Low,Yes,8,92,1,No,67,0,High,High
Female,76,25,Low,Yes,7,96,4,Yes,68,3,Medium,Medium
Male,90,20,Low,Yes,7,97,3,No,71,2,Medium,High
Male,63,24,Medium,Yes,8,78,3,No,64,0,Medium,High
Female,64,31,Medium,Yes,6,83,2,No,67,1,Medium,Medium
Female,86,26,Low,No,5,67,1,No,68,2,Medium,High
Male,79,21,Medium,Yes,8,80,3,No,67,1,High,High
Male,92,17,Medium,Yes,6,65,2,No,70,3,High,High
Female,97,5,Low,Yes,7,87,3,Yes,64,2,Medium,Medium
Female,76,19,Medium,Yes,6,65,4,Yes,63,0,Medium,Medium
Male,84,18,High,No,6,94,4,No,71,3,Medium,Medium
Male,80,22,Low,No,4,57,3,No,64,1,Low,Medium
Male,99,19,Low,No,8,79,4,No,70,3,High,Medium
Female,93,18,High,No,4,76,3,No,70,3,High,Medium
Male,96,9,High,Yes,9,63,1,No,67,1,Medium,Medium
Male,70,14,Medium,Yes,9,51,4,No,62,1,Low,High
Male,91,23,Medium,No,6,57,2,No,69,2,Low,High
Female,71,30,High,No,9,98,1,No,69,2,Low,Medium
Female,68,19,High,No,10,97,3,No,62,0,Low,Medium
Female,98,22,Medium,No,7,56,1,No,70,1,High,Medium
Male,61,26,Medium,Yes,8,69,3,No,66,2,High,High
Male,99,15,Medium,No,7,73,3,No,69,1,Low,Medium
Female,66,22,Low,Yes,9,74,3,No,65,3,Medium,High
Female,93,16,High,Yes,5,65,3,No,66,0,Low,Medium
Female,71,25,Medium,Yes,7,96,3,No,69,2,Low,Medium
Female,74,21,Medium,Yes,8,95,5,Yes,66,1,Low,Medium
Female,69,22,High,Yes,8,51,3,No,65,1,Medium,High
Female,83,15,Low,Yes,7,83,2,No,66,1,Low,Medium
Female,74,24,Low,Yes,9,54,3,No,63,1,Medium,Medium
Female,86,33,Medium,Yes,7,80,3,No,72,0,Medium,High
Male,61,14,Medium,Yes,7,93,2,No,62,3,Low,High
Male,63,18,High,No,8,82,1,No,64,1,Medium,Medium
Female,64,21,Low,No,7,73,2,Yes,61,2,High,Medium
Male,77,25,Medium,Yes,7,98,2,No,70,0,Low,Medium
Female,93,17,Medium,No,6,87,2,No,67,1,Medium,High
Male,96,3,High,Yes,10,62,4,No,66,3,Medium,Medium
